,id,hint,sim_score
21,21,Shit if Kristin had to get married where I could afford it we'd be holding the reception at Buddy's Burgers.,0.647983492889078
22,22,We should've gone to Dorsia. I could've gotten us a table.,0.6477965958297889
23,23,I have to explore the mainland.,0.6474619013726849
24,24,I can just take her right across the street to Luther's hotel. All I need is some money for the room.,0.6468840414499675
25,25,This is absurd. I'm not hungry. I don't want any food.,0.646263819721615
26,26,Ah-ha! Siena macaroons - my favourites. Give my best thanks to the baker.,0.6446531543981767
27,27,Tom why don't you stop at our spread before you head on out to the reservation? Figure we might have some work for you if you want.,0.6441034071381251
28,28,Meet me onboard sweetheart. I have to pick up a few things at the drugstore.,0.6431662845808924
29,29,Stop it now. Stop it. I've brought some friends to meet you. They're next door waiting. Do we have anything to eat? They're all starving.,0.6419522827279279
30,30,I want you to come back with me to Salzburg my son.,0.6415179223494724
31,31,Listen if you could talk to them I would really appreciate it. I'm really late. I have a lunch appointment at Hubert's in fifteen minutes.,0.6413051071479127
32,32,May I introduce my father? He is on a short visit here and returning very soon to Salzburg. He would so much like to kiss your hand. It would make his whole stay so memorable for him.,0.6396279708124422
33,33,I'm afraid you have to eat something.,0.6394168386710386
34,34,Umm...yes...I know it's a little late but is it possible to reserve a table for two at eight or eight-thirty perhaps?,0.6373533237085842
35,35,C'mon we can always sneak a Big Mac. And a cherry turnover. Your favorite. What do you say?,0.6371107168973452
36,36,Milos. Get my money!,0.6360362980395332
37,37,I got it! Everything here we need to know about Fhloston Paradise Hotel... and a detailed blueprint of the entire hotel!,0.6360360931366655
38,38,I'm sorry to barge in on you like this. but I was supposed to talk to Luis Carruthers and he wasn't in and...well you're here so...I know how busy you guys can get.,0.6359230779448012
39,39,Campari and soda would do nicely.,0.6353290056722394
40,40,We've got spirits and beer. If it's something hot you want you can have tea.,0.633735888211285
41,41,I'm not really sure. I had a shower...and some sorbet?,0.6334891927769603
42,42,Nothing I guess. I guess I can wait till we get home. Maybe we'll stop by Wickham's for a hamburger when we get to Lawford. That suit you? You always like Wickham's.,0.633409761836741
43,43,Listen I'm a little spent for now but how about lunch in a week or so when I've sorted out all this information?,0.6323491014990527
44,44,Well not especially. It can be in Turkish if you really want. I don't care.,0.6318904685435509
45,45,Business was fine. I'll tell you what you couldn't pay me enough to live down there.,0.6310543003346691
46,46,I want to go to an East Coast school! I want you to trust me to make my own choices. I want --,0.6307153218543038
47,47,I want to go home. I don't like it here.,0.6304623141553731
48,48,I want to document my trip to America.,0.6303547946300246
49,49,Okay... then how 'bout we try out some French cuisine. Saturday? Night?,0.630318523579868
50,50,Mel's doing some business with me. It's nice to do favors for people you do business with. He was in a hurry. No big deal.,0.630041005275682
51,51,Okay Jean. I need reservations for three at Camols at twelve-thirty and if not there try Crayons. All right?,0.6298458107881152
52,52,A facial at Elizabeth Arden which was really relaxing then to the Pottery Bam where I bought this silver muffin dish.,0.6293297050634535
53,53,Mommy won't let me eat fast food. You know that. It's bad for you.,0.6292790301071408
54,54,Tell you something else. I can't drink that good neither. I'm going to go outside and throw up.,0.6289189932468853
55,55,You just won a trip you dolt! Ten days in Fhloston Paradise for two!,0.628814948899183
56,56,Well my advice is to marry this charming young lady and stay with us in Vienna.,0.6283417564680941
57,57,Katherina! I'll tell you what I'm going to do. I'm going to write another aria for you. Something even more amazing for the second act. I have to get some water. Her mother is lying on the stage.,0.6280058746200105
58,58,Turkish? Oh if it's Turkish that's different. I want to be in it.,0.6279862402217348
59,59,Hey I'm a child of divorce. Give me a break Hmmm I see they've omitted the pork loin with lime jello.,0.6279703744371553
60,60,Dinner? How dare you? I am a nobleman. I only dine with people of my own height.,0.6279532419847778
61,61,Mandella eat. Starving yourself is a very slow way to die.,0.6274692920192635
62,62,Took the words right out of my mouth. Go on... I'll be right with you. It's our honeymoon. We're going to use the trip to get to know each other better.,0.6274501337884263
63,63,The Sheraton! On Broadway! Room 210. Go get Oleg. He'll kill you.,0.627373904039994
64,64,I hate to do this but I've got to have time to dig up some help. I think I know where I can get some real cash. Snap into it Sampson. We will lick this thing yet.,0.6272782100190538
65,65,We'd have to go digging in Vietnam to ask him.,0.6269158366698169
66,66,I've spoken to friends of mine and my husband's in Harrisburg in Lancaster and Hershey. Asking about you. I must say you have friends in influential places.,0.6267496755363272
67,67,An American film about the Mafia called 'See You Next Wednesday' and I want to see it badly so you give me no problems and go to sleep.,0.626615739730601
68,68,I'm - afraid I have some bad news for you Reef - You'll have to share quarters this trip.,0.6263027054127801
69,69,You'll have to excuse me. I have a lunch meeting with Cliff Huxtable at Four Seasons in twenty minutes.,0.6260298352598314
70,70,Craig McDermott called. He wants to meet you and David Van Patten and Tim Price at Harry's for drinks.,0.6257042182114453
71,71,Jillie you want a cheese grilled sandwich?,0.6254742582009295
72,72,Now I like to get business out of the way before we get down to pleasure. Why don'tchya put my money on the dresser.,0.6245641972788837
73,73,Have you tried it with a little cinnamon?,0.6244935669291087
74,74,You had them eating out of your hand kiddo.,0.6241973917788447
75,75,Don't we have any chopsticks?,0.6239650273646915
76,76,Tomorrow night I dine with the Emperor. One word from me and the post is his.,0.6233487571851546
77,77,Wolfi I think your father's tired. I'll cook us something here.,0.6232710484533149
78,78,Well I've had a hard time getting an actual verification. A Stephen Hughes says he saw him at a restaurant there but I checked it out and what happened is he mistook a Hubert Ainsworth for Paul so...,0.6227378519164962
79,79,I never seen heat like this! Not even in Las Minas!,0.6225021272220511
80,80,Then say you'll spend Dollar Night at the track with me.,0.6214681935545885
81,81,Come alone. Bring cash. And we'll talk about surrendering.,0.6210034486132426
82,82,Tea? Who wants tea? Let's go out! This calls for a feast. You don't want tea Papa. Let's go dancing. Papa loves parties don't you?,0.6205095689160492
83,83,Hmm. Go back to the reservation and get drunk in a dirt shack or work for you...,0.6202730028189898
84,84,Where to? Are you going to go get a gram?,0.6196613868072197
85,85,Jesus Christ. Mr. Gordon when I come all the way to serve somebody a summons I don't call ahead for an appointment.,0.6193498757469998
86,86,I want to get high off this; Bateman not sprinkle it on my fucking All-Bran.,0.6189477894497794
87,87,He's an American you know. Dr. Hirsch is going to fetch round one of those Embassy fellows to see him.,0.618869400006597
88,88,Come and get you! Shit! It's a damn half hour drive each way. Why didn't you talk to me about it first?,0.6183459621218114
89,89,I'm not sure. I haven't seen anything like this since the Lina Wertmuller Film Festival.,0.6175417271875906
90,90,Elaine look I'm in the middle of sone stuff right now... I'm not gonna have time to come by. I don't know when I can get there.,0.6172586957870223
91,91,Congratulations. Then I am free to search for the mainland.,0.6172375722253142
92,92,Two-hundred-and-fifty. Very reasonable. Let's leave a big tip shall we? My place hr a nightcap?,0.6167928853461304
93,93,Wanna grab a strong blend coffee at Starbucks?,0.6166235594637596
94,94,If we come outta this joint with Ganz' phone number or a dead Indian or anything else useful then you could turn the other way for half an hour while I get laid...,0.6157615028247717
95,95,Alma I think there's some dirty business going on in this town.,0.6154539636631012
96,96,I know. It'd have to be a pretty big deal to get you to mainline tequila. You don't seem like the type.,0.6153918341221553
97,97,Oh man. I'd have to get into Gary's house. To get the satellite positions.,0.6153724163951705
98,98,Okay we'll come back to that. So six years ago a guy contacts you through the classifieds over the phone however he does it. It's Longdale looking for a snuff film. And you entrepreneur that you are tell him you can hook him up.,0.6150050873208817
99,99,They're coach seats but the plane lands in Paris. It's gonna be a helluva summer hon!,0.6149987453340918
100,100,Wanna grab a strong blend coffee at Starbucks?,1.0000000000000002
101,101,Would either of you like another cup of coffee?,0.7626900682585643
102,102,Excuse me sir. Would you like some coffee before we serve dinner?,0.7476200545973781
103,103,Coffee for me I gotta slow down.,0.7225175316389625
104,104,I don't drink coffee.,0.7188737657050499
105,105,Perhaps a little refreshment first? A little coffee or a little chocolate?,0.7115687303234525
106,106,Why don't I go make some coffee. There's a lot to tell.,0.7113518138481078
107,107,Do you have coffee?,0.706168237196191
108,108,Coffee's perked.,0.692084769250684
109,109,You know Courtney you should take some more lithium. Or have a Diet Coke. Some caffeine might get you out of this slump.,0.6917154369415409
110,110,Then you have some hot tea?,0.6913946933760623
111,111,Have you tried it with a little cinnamon?,0.6913781681094052
112,112,Would you like a Coke or something?,0.6904482254827203
113,113,Would you mind getting me a drink Cameron?,0.6847164658431865
114,114,Have a pleasant evening. Will you have tea Mister Welles?,0.6835474020452083
115,115,Captain the coffee machine is jammed and I don't like it.,0.6833295797907667
116,116,Thanks for the coffee.,0.681361302336765
117,117,I want some caffeine in my blood,0.6795277559689273
118,118,Jillie you want a cheese grilled sandwich?,0.6795188298145911
119,119,Gosh that's a pretty name. Buy you a drink?,0.6789997193494229
120,120,May I offer you some tea Herr Mozart?,0.678966871985994
121,121,From Wickham's. Been a while. Like some coffee?,0.6764014872184337
122,122,...would you like a drink?,0.6758468239401116
123,123,Tea would be nice.,0.672899639355213
124,124,And...Spencer wants to meet you for a drink at Fluties Pier 17.,0.6697813451417755
125,125,Hot chocolate?,0.6689071919973698
126,126,Why don't we get a bottle of sherry to sip while we talk?,0.6686850858640053
127,127,Meet me onboard sweetheart. I have to pick up a few things at the drugstore.,0.6686654181976266
128,128,Been putting my files into it. You take sugar and milk?,0.667539379569647
129,129,Now let's have a drink.,0.6654272246275076
130,130,Can I interest you in a battery operated-vagina?,0.6610504941398577
131,131,Could you put out the cigar? Part of the job is picking up scents.,0.6602584504018297
132,132,C'mon we can always sneak a Big Mac. And a cherry turnover. Your favorite. What do you say?,0.659979680591935
133,133,A guy in the bar called me a dumb bitch today.,0.6579455265191837
134,134,Coffee?,0.6576887343286977
135,135,Tell you something else. I can't drink that good neither. I'm going to go outside and throw up.,0.6573556592357948
136,136,You wanna go out with him?,0.656129357360471
137,137,Hey Joey how `bout a cocoa double whip cream.,0.656085514624449
138,138,Get together some upscale product where the girls still have teeth in their head. Till then fuck you.,0.6552826476277112
139,139,Campari and soda would do nicely.,0.6549959177612371
140,140,I can't talk to anybody right now can't you see I'm busy! I can't talk business. Hang up. Have a drink. Get her a whiskey.,0.6538436709851437
141,141,If you had an American Express card she'd give you a blowjob. Listen this girl worked in a tanning salon need I say more?...What do you do?,0.6534060289543598
142,142,I'd like some tea please.,0.6526823751138812
143,143,Maybe we could have lunch one day next week? You know I'm downtown near Wall Street quite often.,0.6516132332193408
144,144,We've got spirits and beer. If it's something hot you want you can have tea.,0.6508366522440076
145,145,Pass me some whisky.,0.649970412446561
146,146,You wanna talk to her alone?,0.6495899360205448
147,147,She just came up for a drink. Just for a few minutes.,0.6473902832698263
148,148,Are you sure you won't change your mind about a drink?,0.6452854911293743
149,149,We'd like to ask you about a business associate of your Warren Hubley.,0.6428712650111501
150,150,You know if you let me come over to your place once in a while you could put on a clean shirt in the morning.,0.6424219486966184
151,151,Greta come on. One burger with me?,0.6403050549538142
152,152,Be polite. Say hello. This is Candy.,0.6378080503948597
153,153,The next corner we can get a cab.,0.6377846690462148
154,154,Oh Bianca? Can you get me my freshman yearbook?,0.6374576956573779
155,155,Mr. Kimball a bottle of San Pelle-,0.6366722931959042
156,156,You sure? I can always get you a lime.,0.6359896365150745
157,157,You should come have dinner with me. COURTNEY But-when?,0.6359037922083489
158,158,Yeah. Hey are you drinking whisky? You're too young to be drinking whisky.,0.6348681492929087
159,159,Touchy touchy. I'm sorry I brought the wedding up. Let's just avoid the issue alright? Now are we having coffee?,0.634282113077126
160,160,Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.,0.6342220643591087
161,161,Well maybe we shouldn't go out to dinner. I don't want to ruin your willpower.,0.633584926751266
162,162,Like where? The 7-Eleven on Burnside? Do you even know my name screwboy?,0.6327783126899896
163,163,You're gonna pay me to take out some girl?,0.631739520919993
164,164,Would you like to accompany me to dinner?,0.6315012396111882
165,165,Dinner at the River Cafe. Au Bar afterwards maybe.,0.6309334692077334
166,166,Is your Evian spiked?,0.6305986227932676
167,167,Really? Maybe I can get you on my screen and see you at last!,0.6298452247481832
168,168,Yeah? Give me a goodbye kiss.,0.6297455757254503
169,169,Alright. Swing by her apartment. Let her pick up her clothes and take her straight to Hoover Street. You got that?,0.6295604110496705
170,170,Helen did you ever try competing with a bank?,0.6290644653754275
171,171,The question is do you like it Courtney? And will you blow off a fucking phone call from your sad excuse for a boyfriend to eat there tonight.,0.628922409038768
172,172,Craig McDermott called. He wants to meet you and David Van Patten and Tim Price at Harry's for drinks.,0.62825829855521
173,173,Excuse me sir there is a lady who insists on talking to you.,0.6275675705690281
174,174,Well. Since it appears nobody is eager to hire my services could you favour me with a little money instead?,0.6275598068787454
175,175,I know you. You're gonna run back to work right after dinner. I want my kiss now.,0.6269813486743984
176,176,Hey - you know somethin'? It's getting lighter in here!,0.6268320622360266
177,177,A facial at Elizabeth Arden which was really relaxing then to the Pottery Bam where I bought this silver muffin dish.,0.6268194052101617
178,178,Would you like to see my apartment?,0.6262894149287931
179,179,Then why don't you take the job that Louie Netz offered you at Boeing?,0.6244943116402752
180,180,Come in come in. Please sit. Some tea?,0.6244449848176544
181,181,You bring the cigarettes?,0.624345399462656
182,182,Let's relax tonight just the two of us. I'll make a quiet Italian dinner just the way you like it with spaghetti.,0.623534148469668
183,183,A job?? As a plumber??? You think I come to America to work!,0.6222849995856463
184,184,I'd like a little wine if you have it.,0.6222077418334653
185,185,Nah. It's getting too cold for me and my wonderful mother will kill me if I screw up my hair. She's got some model agency guy coming to dinner tomorrow night.,0.6221551551301104
186,186,Come on up for just a few minutes. We'll have just one drink then we'll go.,0.62163749146546
187,187,I want to get high off this; Bateman not sprinkle it on my fucking All-Bran.,0.6215953770555985
188,188,Do you have any hot soup?,0.6211884683776105
189,189,No thank you. I take it black. Like my men.,0.6211856443446647
190,190,What? How can you be so boring? Tea!,0.621093891307663
191,191,White House switchboard. How may I direct your call.,0.6206743611412147
192,192,Yeah or turn you into toast.,0.6202287878882741
193,193,Bring us an ashtray for Mr. KIMBALL please. She whisks in with a crystal ashtray as they sit in silence.,0.619780314675154
194,194,No. No I'm afraid papa isn't that much interested. He's too busy rushing off to Philadelphia to make stuffy old speeches at stuffy old bankers' meetings. Too busy closing big important deals I think I will have a drink.,0.6191070555415248
195,195,No thanks. I don't drink.,0.6191061548989749
196,196,Warn me? Will you get out of here you meat loaf?,0.618657260844393
197,197,Hot? Hey they're not even room temperature.,0.6184780745929427
198,198,Besides I had some extra cash. Some asshole paid me to take out a really great girl.,0.6182449686203016
199,199,Look - let me talk to her. Any leads I get they're all yours. Just let me have a first crack at her.,0.6182344531178715
200,200,Stay within limits today,1.0000000000000007
201,201,Just get back here!,0.7379022641146676
202,202,Stay here.,0.7333144355176301
203,203,Stay cool.,0.7261292442268604
204,204,I love extremes only,0.7188130199144176
205,205,Please I must get out here.,0.7069149367576726
206,206,Get outta there!,0.7049360350361785
207,207,Get outta here!,0.7017983202018341
208,208,Now see here young man.,0.7015558131244365
209,209,Keep moving.,0.70138377911745
210,210,Be careful!,0.6983352139486234
211,211,Be careful!,0.6983352139486234
212,212,Nothing like last time promise.,0.6952216322084611
213,213,This time with me!,0.6929256663657132
214,214,Leave that alone!,0.6926461453350896
215,215,Come on. Crawl faster.,0.6922407185534674
216,216,You can shut up now.,0.6918121538712357
217,217,You almost went over your limit.,0.6912904603709761
218,218,There goes your ride.,0.6912454018460911
219,219,Mom just this once give it a rest.,0.6906755002803174
220,220,Have fun tonight?,0.6906061064043593
221,221,Take it easy Clark.,0.6900723682568303
222,222,Just do it.,0.6897817782519867
223,223,Just do it.,0.6897817782519867
224,224,Leave me alone.,0.6894785252457917
225,225,There may be a little less trust after your outburst.,0.6887408281048805
226,226,Stand back.,0.6882517554149307
227,227,You better get packed.,0.6873218591826302
228,228,OK you can turn around!,0.6868931557226445
229,229,Come back tonight.,0.6865089221155505
230,230,I should be committed.,0.685250461881639
231,231,Shall we let the people come in?,0.6845675013074485
232,232,Calm down. Let's do it anyway,0.6843980984583693
233,233,Come on.,0.6840192293455288
234,234,Not far enough. Come on.,0.6835768156125788
235,235,Get some sleep.,0.6831187659980253
236,236,Common time.,0.6830741645833683
237,237,Oh leave me alone.,0.6830189253213127
238,238,Oh God just get it over with.,0.6827138090168631
239,239,Sit down!,0.6820449606736197
240,240,I gotta get out of here.,0.6818014582429784
241,241,I've had enough good news for today,0.6817172199503458
242,242,Let me go now you'll make me late.,0.6811180766168365
243,243,Come with me.,0.6804234931790942
244,244,Let go!,0.6803709618595143
245,245,Stick around please?,0.680290351370505
246,246,Try and take it.,0.6801047484911046
247,247,You go fast!,0.679941472508717
248,248,That will be just about enough! Now get out of here!,0.6798109908810366
249,249,Okay you're gonna rest here.,0.6792792664845054
250,250,Be quiet. Watch.,0.679175197808965
251,251,Take it off.,0.6789808068840566
252,252,We have to save the world.,0.6780913705547745
253,253,Life mocks me even in death.,0.6765677146745775
254,254,Hold on!,0.6763880314904201
255,255,This way. Hold it this way. Good.,0.6761220863562122
256,256,Damn straight!,0.6759906074835106
257,257,Never a good thing.,0.6759260848688834
258,258,You have a good time?,0.67552518835865
259,259,Come over here.,0.674865037874888
260,260,This time we'll make an exception.,0.6741892219987226
261,261,Because this must be stopped.,0.6736544037876623
262,262,This is nuts.,0.6735644360327843
263,263,Put it down!,0.6733092763003464
264,264,Time is of no importance only life is important.,0.67322203204906
265,265,Now wait a second --,0.6729022922534363
266,266,Keep them out of my way.,0.6729010488853446
267,267,The wrong place?,0.6725304981425859
268,268,Not now.,0.6724228657616882
269,269,You better take this.,0.6723226062669916
270,270,This town sucks.,0.6718895209533374
271,271,Get out!,0.671707675587152
272,272,I got a lot to protect.,0.6715029975533993
273,273,Just for now.,0.6714875781268743
274,274,We got problems.,0.6712033122387808
275,275,No! We must do this alone.,0.6707589580339112
276,276,Every day.,0.6707536510112909
277,277,Can we come in?,0.6693331781640873
278,278,We started over you can too.,0.6692480332393754
279,279,See you soon.,0.669209722024425
280,280,You could do worse.,0.6691203014417247
281,281,Let's ride.,0.6689594566064643
282,282,Go and take rest at your seat,0.6681082390493334
283,283,'Gonna wait outside.,0.6676784942221529
284,284,Just shut up?,0.66740748474399
285,285,Listen at least it's warm in here.,0.6673267272395652
286,286,You stay out of this Bob.,0.6670558411594314
287,287,You must leave me alone on this.,0.6667971067049924
288,288,Uh we got a problem here.,0.6667778413912764
289,289,The Judgment is ours!,0.6665775884308174
290,290,It's about time.,0.666480554526094
291,291,You stayed away?,0.6661143964274855
292,292,Nothing we can do now.,0.6660774060644319
293,293,Then do it asshole.,0.6660297230411442
294,294,Only holds five.,0.665984505863583
295,295,Get back here both of you. Fall back to Operations.,0.6652912053180037
296,296,You set me up.,0.6652007503602588
297,297,Well all right then be that way. Here swallow this.,0.6649747230568789
298,298,Just perfect.,0.6649108921469536
299,299,There'll be a time.,0.6646663159454111
300,300,I love extremes only,1.0000000000000002
301,301,Then I love it.,0.7335518676034748
302,302,Just perfect.,0.7329891421785916
303,303,It makes me sad.,0.7246926860590347
304,304,Stay within limits today,0.7188130199144176
305,305,My goodness.,0.7173729149866731
306,306,Sorry love.,0.7170280809657122
307,307,Ah love again.,0.7088981150887771
308,308,Cross my heart.,0.7069427284236323
309,309,Never a good thing.,0.7065960433098256
310,310,You just feel sorry for me.,0.7043427057898928
311,311,I just wanted --,0.7022101826513595
312,312,You have no shame.,0.6988714098757779
313,313,Sweet Jesus.,0.6973217584950723
314,314,No! I just wanted,0.6965160045244275
315,315,I swear --,0.696507428043267
316,316,Damn straight!,0.6960602921506309
317,317,Sweet love renew thy force!,0.6957418805868342
318,318,I regret it is not too familiar.,0.6956845774779669
319,319,Why I needed a,0.6951514137302447
320,320,I swear.,0.6950894448511097
321,321,I am so ashamed.,0.6940841499936167
322,322,We never really shared one.,0.6939744534501915
323,323,One thing I've learned as,0.693963526597141
324,324,Love Sire!,0.6924463332187765
325,325,Well I like it here.,0.6923291915503483
326,326,Some everyone does.,0.6913511339389821
327,327,There's nothing wrong with me!,0.6900387888197438
328,328,I'm likin' you guys better,0.6893145152373027
329,329,You set me up.,0.6892278914483218
330,330,This time with me!,0.6888622522441112
331,331,Screw you.,0.6880106456273785
332,332,I hope I'm not being cross-examined here.,0.6858597910879453
333,333,You never disappointed me.,0.6850744488348542
334,334,Every day.,0.6849339748354075
335,335,We got problems.,0.6843139395638819
336,336,I know I should not tolerate his impertinence.,0.684141441124194
337,337,It's fun.,0.6839818648726518
338,338,Don't make me do it man,0.683764897206741
339,339,Yes my love?,0.6830222672092418
340,340,Just a little.,0.682621020527967
341,341,He's right. Sometimes I feel like I'm living with Melicertes.,0.6818058592631479
342,342,My dear friend it would be my greatest pleasure.,0.6811277871351328
343,343,Well I,0.6808906227292852
344,344,It's more,0.680242211930255
345,345,Never,0.6798596620928022
346,346,I love you.,0.6785780800220449
347,347,I love you.,0.6785780800220449
348,348,I love you.,0.6785780800220449
349,349,I love you.,0.6785780800220449
350,350,Excuse me my dear.,0.6781799304695609
351,351,How fortunate.,0.6781393874939412
352,352,I can't stand it.,0.6770515742373259
353,353,Leave me alone.,0.6768326855548045
354,354,Life mocks me even in death.,0.6765342947209767
355,355,You flatter me.,0.6763074279569755
356,356,My undying love. Have some.,0.6759036376847662
357,357,I got a lot to protect.,0.6755871545131497
358,358,I should be committed.,0.6753460290057376
359,359,Someday you'll regret my nature.,0.6749965562248548
360,360,Come with me.,0.6746158842360538
361,361,Sometimes you can't know what I'm doing. It's better that way.,0.6745928110831075
362,362,I mean it's your life.,0.6744482416014788
363,363,They know me.,0.6740908104051734
364,364,I hate him.,0.6736962832537
365,365,Never say can't. Just do what I do.,0.6735916071482299
366,366,Just let me tell you how it begins.,0.673523586336101
367,367,You are a charmer.,0.6734203780947724
368,368,Perfect.,0.673249035086613
369,369,You know what they say,0.6730154196362405
370,370,Hard man to live with.,0.6723164304976011
371,371,I'm so very sad.,0.6713570794188684
372,372,That's never been one of my problems.,0.671111046379581
373,373,Wonderful!,0.6710943175863218
374,374,Wonderful!,0.6710943175863218
375,375,Wonderful!,0.6710943175863218
376,376,I know a lot more than that,0.6709019845546376
377,377,No wonder you're so popular.,0.6705369080901478
378,378,Oh I can't stand it.,0.6703610975445945
379,379,I just upped my price,0.6701269486592486
380,380,This all you want?,0.6699358201206623
381,381,This is nuts.,0.6697116333596345
382,382,I was having a nightmare.,0.669481741063977
383,383,Nothing like last time promise.,0.6694275248963123
384,384,I just need to lie down for awhile,0.6693522480895236
385,385,Don't give me this we were partners.,0.6692298572247676
386,386,Oh leave me alone.,0.669173277749473
387,387,You don't like this I take it?,0.667770581358635
388,388,I ain't gonna beg for my life. It ain't cool.,0.6677535590962108
389,389,Be careful!,0.6671303771968194
390,390,Be careful!,0.6671303771968194
391,391,He understands.,0.6667474361192758
392,392,Just do it.,0.6664080056758261
393,393,Just do it.,0.6664080056758261
394,394,I try to be.,0.6661050651266821
395,395,No but I'm the best.,0.6655651428494807
396,396,I would never have imagined us in a place like this.,0.6650479373207424
397,397,I just wish it was that simple.,0.664781832686495
398,398,This way.,0.6645907887102394
399,399,Charming.,0.6645670000125726
400,400,So tired and sleepy,1.0000000000000002
401,401,Good morning.,0.7461074231945483
402,402,Good morning.,0.7461074231945483
403,403,Good morning.,0.7461074231945483
404,404,I'm so tired...,0.7419962872637865
405,405,Get some sleep.,0.740226189215881
406,406,Feeling better?,0.7309797231255696
407,407,You look a little tired.,0.7280947650914618
408,408,Feeling better now?,0.7224017873866466
409,409,Oh no. I'm not tired at all.,0.7174943104834998
410,410,He's asleep. We were up very late.,0.7169948151633377
411,411,I'm sorry I woke you up.,0.7020900327131153
412,412,I'm feeling fine this morning.,0.6987059021795884
413,413,Look...we're all tired. None of us had any sleep since Friday night...,0.6969829295262512
414,414,I know just let me sleep,0.695982100342211
415,415,Oh marvellous. It's the first real sleep I've had for the past two days.,0.6957497161879247
416,416,I ain't tired yet.,0.6957089169146249
417,417,Liar! You're just suffering from lack of sleep.,0.6936485839879466
418,418,Coffee for me I gotta slow down.,0.6929675859488537
419,419,I thought you were asleep.,0.6914297556741493
420,420,Good morning sir.,0.6887718037936871
421,421,He sure loves to stay awake.,0.6863645090635954
422,422,Oh I'm fine I'm wide awake. What's up?,0.685588618011885
423,423,I can't go back to sleep again.,0.6833973006599514
424,424,Sleeping.,0.6826584522495311
425,425,You must be tired. It'll wake you up.,0.6807629234635576
426,426,Been having bad dreams.,0.6788038283028744
427,427,Now you just lie here and have a nap. You're exhausted.,0.6787831587000791
428,428,There's nothing like weightless sleep for a complete rest.,0.6745841223366851
429,429,No.. I've slept enough.,0.6720896757893784
430,430,Are you reasonably awake?,0.6680125649075802
431,431,Uh uh. You lie down and you'll go to sleep,0.6673343002470488
432,432,Go back to bed.,0.6653294242116491
433,433,How you doing this morning? Sleep OK? I didn't.,0.6643563036229448
434,434,I just need to lie down for awhile,0.6621813224786767
435,435,Yeah swell.,0.6615501820326067
436,436,You've been up all night?,0.6608382369012107
437,437,Hey there. Tired of breathing?,0.6594517038010373
438,438,Well he's sleeping now. Better not.,0.6586274606412599
439,439,Would you stay with me while I sleep a little?,0.6585044056065402
440,440,Had kind of a long night.,0.6578086211993303
441,441,Please really. I'm not hungry.,0.656763394996517
442,442,Are we going to sleep now?,0.6544791373928041
443,443,I want to sleep... forever...,0.6522429380204557
444,444,I was awake and he was in my room.,0.6514271728463973
445,445,She does. She says I sleep all day.,0.6506096192567182
446,446,I'm so hungry.,0.6500550774587417
447,447,I'm so hungry.,0.6500550774587417
448,448,I'm so hungry.,0.6500550774587417
449,449,From Wickham's. Been a while. Like some coffee?,0.649726410550592
450,450,I'm not moody.,0.6483730367214191
451,451,Good morning Helen.,0.6482703619865895
452,452,Busy,0.6477935759954091
453,453,I am busy inside.,0.647222023983678
454,454,I'm hungry,0.6464624651553633
455,455,I was dreaming again?,0.6436854264247013
456,456,Hey sweet cheeks.,0.6433542226380858
457,457,Extremely serious. It starts with a slight fever.,0.6427144144703741
458,458,That's okay. He's got the rest of his life to catch up on his sleep.,0.6425711285841871
